"Timestamp","Are you interested in learning more about... [Biology]","Are you interested in learning more about... [Synthetic biology]","Are you interested in learning more about... [Video games]","Are you interested in learning more about... [Engineering]","Have you ever played Hero.Coli?","How old are you?"," [What is your gender?]"," [Are you interested in video games?]"," [Are you interested in biology?]"," [How long have you studied biology?]"," [Do you play video games?]"," [Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?]","Do you volunteer to contribute to our study by answering 9 more questions? (5 min)"," [Did you enjoy playing the game?]"," [In order to modify the abilities of the bacterium, you have to...]"," [What are BioBricks and devices?]"," [Find the antibiotic:]","BioBricks: [Plasmid is...]","BioBricks: [Represents the end of a device...]","BioBricks: [Promoter is...]","BioBricks: [Represents the ability given...]","BioBricks: [Terminator is...]","BioBricks: [Codes a protein...]","BioBricks: [RBS is...]","BioBricks: [Can represent GFP...]","BioBricks: [Coding Sequence is...]","BioBricks: [Controls when the device is active...]","BioBricks: [Controls the level of expression, and thus how much the ability will be affected...]","BioBricks: [Makes it possible to equip an additional device.]","BioBricks: [Operator is...]"," [device 1]"," [device 2]"," [device 3]"," [device 4]"," [device 5]"," [device 6]"," [device 7]"," [device 8]"," [When does green fluorescence happen?]"," [What happens when you unequip the movement device?]","Last question. Next page only contains remarks. [Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?]","You can write down remarks here.","⚠ Do not edit"
"2018/05/19 3:22:55 PM GMT+2","Slightly","Extremely","Extremely","Moderately","No / not yet","13","Male","A lot","A lot","Not even in middle school","A lot","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","3","5","I don't know","I don't know","1","4","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","7c67b547-fa23-44fa-b372-4e9735d25db7"
"2018/05/19 7:24:40 PM GMT+2","Slightly","Moderately","Slightly","Slightly","No / not yet","22","Male","A lot","Moderately","Until bachelor's degree","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7b0867-7d70-4220-a1a2-48a74d47f27a"
"2018/05/19 7:36:56 PM GMT+2","Not at all","Not at all","A lot","Not at all","No / not yet","15","Prefer not to say","A lot","Not at all","Not even in middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5bb97f64-4c11-4356-979b-58dde84cc822"
"2018/05/19 11:41:04 PM GMT+2","Not at all","Not at all","Extremely","Not at all","No / not yet","20","Prefer not to say","Extremely","Not at all","Not even in middle school","Extremely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16072a21-84ae-4b6b-8854-e1921fc06a6a"
"2018/05/20 12:18:25 AM GMT+2","A lot","Extremely","Slightly","Moderately","No / not yet","53","Prefer not to say","Slightly","A lot","At least until master's degree","Rarely","Yes, and I know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","DNA sequences","Ampicillin","5","1","2","I don't know","1","3","None of these","3","3","2","2","I don't know","2","I don't know","I don't know","It generates green fluorescence in presence of arabinose inducer","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","It generates antibiotic resistance","Under blue light, when the GFP device is equipped","I don't know","I don't know","With the last question, you do not explain what an arabinose coding sequence is, therefore it is not something to be answered.  You also do not explain what thse Fhl coding sequence is, so it is unclear how to answer those device questions.","b75dc09a-54ea-4562-a2b2-53dbc86c5047"
"2018/05/20 3:05:20 AM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","2","Other","A lot","A lot","Until bachelor's degree","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ebf427b8-16a9-4e3a-b3a8-f9150073b8fc"
"2018/05/20 9:30:45 AM GMT+2","Not at all","Moderately","Moderately","Moderately","No / not yet","32","Female","Not at all","Not at all","At least until master's degree","Not at all","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","de47508e-322c-49dc-a829-f27915eb7512"
"2018/05/20 7:53:28 PM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","112","Prefer not to say","Not at all","Not at all","Not even in middle school","Not at all","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63d76fac-f3b5-4d3e-97e7-e9ee5de366ae"
"2018/05/20 10:28:10 PM GMT+2","Moderately","Moderately","A lot","A lot","No / not yet","18","Male","Moderately","Moderately","Until the end of high school","Moderately","No","Yes","Not applicable: not played yet","I don't know","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","d068a8ca-3542-4e24-8ae0-5f0219760c91"
"2018/05/21 6:15:49 AM GMT+2","Extremely","Extremely","Moderately","A lot","No / not yet","15","Male","Moderately","Extremely","Until the end of middle school","Not at all","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32a67426-ed54-4d4a-9655-8f204e62ba41"
"2018/05/21 6:53:01 PM GMT+2","Slightly","Moderately","Extremely","Moderately","No / not yet","11","Male","Extremely","A lot","Until the end of middle school","Extremely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","i want to learn about bacteria
","1a9e789d-d9a8-4133-a899-94ea5c020b59"
"2018/05/21 7:32:50 PM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","20","Male","Moderately","Slightly","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69e4d17f-66c4-400f-8d5f-6d69d48f1daa"
"2018/05/21 7:34:36 PM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","20","Male","Moderately","Moderately","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69e4d17f-66c4-400f-8d5f-6d69d48f1daa"
"2018/05/21 8:13:53 PM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","14","Male","Extremely","Extremely","Until the end of middle school","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4e486e07-b788-4761-980c-8ac61a491a7b"
"2018/05/22 2:38:04 AM GMT+2","Moderately","Moderately","Slightly","Moderately","No / not yet","31","Female","Slightly","Moderately","Until the end of high school","Rarely","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","44e7b796-5517-43fb-bdea-0e567595524c"
"2018/05/22 5:33:45 AM GMT+2","A lot","Moderately","Slightly","Not at all","No / not yet","15","Female","Not at all","A lot","Not even in middle school","Rarely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","886b2f0e-62da-4aa3-96dc-d94a96f6cc13"
"2018/05/22 7:26:01 AM GMT+2","Slightly","Not at all","Slightly","Not at all","No / not yet","18","Female","Slightly","Slightly","Until the end of high school","Rarely","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","cf59b732-ee6c-4e10-abbc-6b6a3cf9f2dd"
"2018/05/22 9:16:19 AM GMT+2","Slightly","Slightly","Moderately","A lot","I just played for the first time","","","","","","","","","Not applicable: not played yet","Edit the DNA of the bacterium","RNA sequences","Arabinose","1","None of these","1","None of these","1","1","1","1","None of these","None of these","None of these","1","1","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","It generates green fluorescence","It generates green fluorescence","The bricks are not well-ordered","It generates green fluorescence","Under blue light, when the GFP device is equipped","The bacterium dies","It produces arabinose all the time","iDK","59a78fec-045b-4baa-b10e-65acf9edbcba"
"2018/05/22 1:44:21 PM GMT+2","Not at all","Not at all","Not at all","Not at all","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","RNA sequences","Ampicillin","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","","02b0d824-e66e-4800-8eae-b37696d743f2"
"2018/05/22 3:43:40 PM GMT+2","A lot","Extremely","Moderately","Extremely","No / not yet","15","Female","Moderately","Extremely","Until the end of middle school","Rarely","Yes, and I know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","Proteins","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","The bacterium dies","It produces more and more arabinose after being induced, because it induces itself","2","489043f8-491e-4527-a430-23cdecf72bba"
"2018/05/22 4:06:01 PM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","50","Prefer not to say","Not at all","Not at all","Not even in middle school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7ccf2558-cc04-49a0-8cc3-4b94961feeb6"
"2018/05/22 11:47:11 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","17","Male","Extremely","Extremely","Until the end of high school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11034a73-a173-4f84-afdb-7703610f3595"
