"Timestamp","Are you interested in video games?","Do you play video games?","How old are you?","What is your gender?","How long have you studied biology?","Are you interested in biology?","Before playing Hero.Coli, had you ever heard about synthetic biology?","Before playing Hero.Coli, had you ever heard about BioBricks?","Have you ever played an older version of Hero.Coli before?","Have you played the current version of Hero.Coli?","Have you played the arcade cabinet version of Hero.Coli?","Have you played the Android version of Hero.Coli?","In order to modify the abilities of the bacterium, you have to...","What are BioBricks and devices?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","Pick the case where the BioBricks are well-ordered:","When does green fluorescence happen?","What happens when you unequip the movement device?","What is this?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","Guess: what would a device producing l-arabinose do, if it started with a l-arabinose-induced promoter?","Guess: the bacterium would glow yellow...","What is the species of the bacterium of the game?","What is the scientific name of the tails of the bacterium?","Find the antibiotic:","You can write down remarks here.","Do not edit -  pre-filled anonymous ID"
"2018/01/02 4:52:55 AM GMT+1","Moderately","Moderately","19","Male","Until the end of high school","Slightly","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","I don't know","It generates green fluorescence","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","I don't know","Flagella","Ampicillin","","09af1645-4bf5-4357-bfae-eb1e901b83e1"
"2018/01/02 5:25:57 AM GMT+1","A lot","A lot","21","Male","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","RNA sequences","Translator","Promoter","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","Ampicillin","","121c7714-0f12-4146-b09b-195faf9dad75"
"2018/01/02 2:13:21 PM GMT+1","Slightly","Not at all","32","Female","At least until master's degree","Moderately","I don't know","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","Transcriptor","I don't know","Ribosome","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","813b367c-b86e-4603-ad0e-623397e1ab65"
"2018/01/02 3:49:51 PM GMT+1","Not at all","Not at all","34","Prefer not to say","Not even in middle school","Not at all","Yes","Yes","Multiple times","I don't know","Multiple times","Multiple times","Edit the DNA of the bacterium","I don't know","Translator","Protomer","Coding Sequence","I don't know","It controls when the device is active","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","I don't know","Under blue light, all the time","The bacterium glows","Algae from the game's scenery","It generates green fluorescence","It generates green fluorescence in presence of l-arabinose","I don't know","It generates green fluorescence","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","Quit with the fucking obligatory survey i just answered bullshit cos i wanted to skip it, that's what you get for no having the option to just play, happy? fucking long ass stupid survey","0f4891ca-b568-42c2-b46d-c43b08621b1f"
"2018/01/02 6:05:27 PM GMT+1","Moderately","Moderately","29","Female","At least until master's degree","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","Promoter","I don't know","I don't know","I don't know","I don't know","It controls which protein is produced, and thus which ability is affected","I don't know","I don't know","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","de6bae79-8af2-4e3b-ad08-3405c8587899"
"2018/01/02 7:50:01 PM GMT+1","Moderately","Moderately","33","Female","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","Ampicillin","","87f3ddd9-6ee4-47dc-a51b-f48090b7b8ea"
"2018/01/02 8:07:31 PM GMT+1","Moderately","Moderately","39","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","I don't know","Protomer","Coding Sequence","I don't know","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","I don't know","Option 1","Under blue light, when the GFP device is equipped","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","40e478d2-ee30-431f-820f-d2c35e2e18b1"
"2018/01/03 2:19:45 AM GMT+1","Not at all","Not at all","40","Female","At least until master's degree","Extremely","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","6aabd914-02d4-4eb0-8bc7-3cb655e42b5c"
"2018/01/03 11:36:03 AM GMT+1","Not at all","Not at all","42","Prefer not to say","At least until master's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Nothing","I don't know","I don't know","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Nanobot","Fins","Terminator","Having me fill out the survey before even playing the game was absolutely brilliant. Only setback being I knew nothing.","1d63aa60-45c8-4b3a-87af-07700fcf3c02"
"2018/01/03 2:45:09 PM GMT+1","Slightly","Rarely","29","Female","At least until master's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","Transcriptor","Protomer","Coding Sequence","I don't know","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","Ampicillin","","31313591-dfb8-4676-a421-d495c271138e"
"2018/01/03 10:07:19 PM GMT+1","Moderately","Rarely","24","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Protein","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","968a9316-3b4d-40e8-9451-42ab1a37718b"
"2018/01/04 11:26:45 AM GMT+1","Extremely","Extremely","23","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","Transcriptor","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Nothing","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","2762cedf-ffc0-48c8-8c0f-bf80e9724968"
