"Timestamp","Vous intéressez-vous aux jeux vidéos ?","Jouez-vous aux jeux vidéos ?","Quel âge avez-vous ?","Quel est votre sexe ?","Combien de temps avez-vous étudié la biologie ?","Vous intéressez-vous à la biologie ?","Avant de jouer à Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ?","Avant de jouer à Hero.Coli, aviez-vous déjà entendu parler des BioBriques ?","Aviez-vous déjà joué à une ancienne version d'Hero.Coli auparavant ?","Avez-vous joué à la version actuelle d'Hero.Coli ?","Avez-vous joué à la version borne d'arcade d'Hero.Coli ?","Avez-vous joué à la version Android d'Hero.Coli ?","Pour modifier les capacités de la bactérie il faut...","Que sont les BioBriques et les constructions ?","Trouvez le nom de cette BioBrique :","Trouvez le nom de cette BioBrique :","Trouvez le nom de cette BioBrique :","Trouvez le nom de cette BioBrique :","Que fait cette brique ?","Que fait cette brique ?","Que fait cette brique ?","Que fait cette brique ?","Dans quel cas les BioBriques sont-elles dans le bon ordre ?","Quand la fluorescence verte se produit-elle ?","Que se passe-t-il quand on enlève la construction génétique de déplacement ?","Qu'est-ce que c'est ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Imaginez : que ferait une construction produisant de la l-arabinose, débutant par un promoteur induit à la l-arabinose ?","Imaginez : la bactérie deviendrait jaune fluorescent...","Quelle est l'espèce de la bactérie du jeu ?","Quel est le nom scientifique des queues des bactéries ?","Trouvez l'antibiotique dans la liste :","Mettez ici vos remarques puis validez.","Ne pas modifier - identifiant anonyme prérempli"
"2018/01/17 10:16:02 PM GMT+1","Enormément","Beaucoup","46","Homme","Jusqu'au bac","Moyennement","Oui","Oui","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Ampicilline","Je n'ai pas encore joué à Hero.Coli. Je repasserai le test après pour mesurer l'acquisition de connaissance induite par le jeu.","cebbb087-9691-4573-bb88-81874b7f5227"
"2018/01/18 8:56:29 PM GMT+1","Moyennement","Moyennement","32","Homme","Jusqu'au bac","Beaucoup","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Je ne sais pas","","d1b956bd-4ee2-4294-864b-33d00203e279"
"2018/01/19 3:13:20 PM GMT+1","Enormément","Moyennement","31","Homme","Jusqu'au bac","Un peu","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des acides aminés","Transcripteur","Je ne sais pas","Protéine","Je ne sais pas","Elle indique la fin de la construction","Je ne sais pas","Elle contrôle quelle protéine est produite, et donc quelle capacité est affectée","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Ampicilline","","029bb661-603f-42e2-a3f9-b27c59ef031a"
"2018/01/19 3:29:24 PM GMT+1","Enormément","Enormément","28","Homme","Jusqu'au brevet","Moyennement","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","86d96d07-d168-48a8-9e96-6e7ad8474b44"
"2018/01/19 3:53:56 PM GMT+1","Enormément","Enormément","38","Homme","Jusqu'au bac","Beaucoup","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Il ne faut pas poser des questions sur le jeu, si on ne connait pas le jeu!","808c009c-dd04-4bca-86e7-98b7afebd3b5"
"2018/01/19 5:13:30 PM GMT+1","Enormément","Beaucoup","36","Homme","Jusqu'au bac","Moyennement","Non","Je ne sais pas","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Ampicilline","","e6672e08-f6e0-4c7c-b6ed-ebe63b1e25cd"
"2018/01/19 5:16:35 PM GMT+1","Beaucoup","Moyennement","31","Homme","Jusqu'au brevet","Moyennement","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","La bactérie meurt","Je ne sais pas","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence de l-arabinose","Elle permet de résister aux antibiotiques","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence de l-arabinose","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","ec6b1850-83d6-48b0-9bb9-32ed6c9b30bd"
"2018/01/20 10:37:01 AM GMT+1","Enormément","Enormément","29","Femme","Jusqu'au bac","Un peu","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","6574a1d8-6b05-471a-9f6b-5e2c8bc10cdc"
"2018/01/21 9:43:08 AM GMT+1","Pas du tout","Pas du tout","46","Femme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Transcripteur","Promoteur","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","415b77e2-f7aa-4588-94a5-b008a7fcf2ea"
"2018/01/25 9:35:50 AM GMT+1","Enormément","Enormément","17","Homme","Jusqu'au brevet","Moyennement","Je ne sais pas","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne m'y connais pas alors pourquoi toutes ces questions compliquées ?","265aec7e-8fe5-4d51-8c53-976314aeccfe"
"2018/01/29 6:05:34 PM GMT+1","Enormément","Enormément","22","Femme","Jusqu'au brevet","Moyennement","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","44322542-50b2-429b-93fb-012d09c95522"
"2018/01/29 7:09:49 PM GMT+1","Un peu","Pas du tout","31","Femme","Jusqu'au brevet","Un peu","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Ampicilline","","fb8cfb6c-06ef-4e75-8cf3-2676ff71db27"
"2018/01/30 11:10:10 AM GMT+1","Un peu","Pas du tout","33","Homme","Au moins jusqu'au master","Beaucoup","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","02fcf13a-3616-438f-b426-9cd43a6cf6b8"
"2018/01/30 8:58:53 PM GMT+1","Moyennement","Moyennement","24","Femme","Jusqu'au bac","Moyennement","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Rien","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Je ne sais pas","Je ne sais pas","","9c7c31e4-5127-4cf5-aea6-f6df693f78ba"
"2018/01/31 9:45:24 PM GMT+1","Beaucoup","Beaucoup","32","Homme","Jusqu'à la license","Moyennement","Oui","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Transcripteur","Précurseur","Je ne sais pas","Je ne sais pas","Elle indique la fin de la construction","Elle contrôle quand la construction est active","Je ne sais pas","Je ne sais pas","Option 2","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","69840e87-f336-45ab-b51e-6df5709fc6c4"
"2018/01/31 10:07:07 PM GMT+1","Un peu","Un peu","35","Je ne souhaite pas le préciser","Jusqu'à la license","Un peu","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Transcripteur","Précurseur","Séquence Codante","Je ne sais pas","Je ne sais pas","Elle contrôle quand la construction est active","Elle contrôle quelle protéine est produite, et donc quelle capacité est affectée","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Ampicilline","","ba536e6c-8739-4b60-ad3f-ca2a1025173d"
"2018/02/01 9:52:13 AM GMT+1","Enormément","Beaucoup","17","Homme","Je ne sais pas","Beaucoup","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","099bd2a6-79d0-479a-9fe1-5b6e15e4bb47"
"2018/02/01 5:37:31 PM GMT+1","Pas du tout","Pas du tout","40","Homme","Jusqu'au bac","Un peu","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Je ne sais pas","Je ne sais pas","","750e0b6b-7bfd-4685-8379-4356fe3afe83"
"2018/02/01 11:35:44 PM GMT+1","Pas du tout","Pas du tout","33","Femme","Jusqu'au bac","Un peu","Non","Non","Une fois","Non","Non","Non","Faire bouger la bactérie","Des séquences d'ADN","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Je ne sais pas","","025e0409-aa56-4326-a79c-9ea543a29e92"
"2018/02/01 11:59:33 PM GMT+1","Pas du tout","Pas du tout","33","Femme","Jusqu'au bac","Un peu","Non","Non","Une fois","Une fois","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Je ne sais pas","Promoteur","Fluorescence","RBS","Elle indique la fin de la construction","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Elle contrôle quand la construction est active","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Option 3","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte en présence de l-arabinose","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Je ne sais pas","Je ne sais pas","Si elle produisait de la BFP sous lumière violette","E. Coli","Des flagelles","Ampicilline","","81453345-3fd1-4076-a981-6be68be89d8c"
"2018/02/02 1:16:13 PM GMT+1","Beaucoup","Beaucoup","27","Homme","Jusqu'au bac","Un peu","Je ne sais pas","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","2bf35916-aa56-45f1-bc6e-55fbfa3071ab"
"2018/02/02 2:37:46 PM GMT+1","Beaucoup","Beaucoup","22","Homme","Jusqu'au brevet","Un peu","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","8bb05784-9c19-4c4b-965b-4a5df2b91937"
"2018/02/09 3:01:32 PM GMT+1","Beaucoup","Moyennement","22","Autre","Jusqu'au bac","Moyennement","Oui","Oui","Je ne sais pas","Je ne sais pas","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Je ne sais pas","je ne sais rien","52e5090e-0431-4c24-b408-b2cbc8228832"
"2018/02/10 2:39:42 AM GMT+1","Beaucoup","Beaucoup","31","Homme","Jusqu'au brevet","Moyennement","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Je ne sais pas","Ampicilline","Pourquoi posé des questions sur le jeu avant de jouer?...","4070605e-4869-4c2f-af99-27247ec0dff3"
"2018/02/10 7:34:03 PM GMT+1","Moyennement","Moyennement","30","Homme","Au moins jusqu'au master","Enormément","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Transposeur","Je ne sais pas","Je ne sais pas","ATP","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Un plasmide - un moyen d'équiper une construction supplémentaire","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","6fe77583-541a-4dff-93b2-9de8f8cfe3b0"
"2018/02/13 1:39:40 PM GMT+1","Un peu","Un peu","21","Homme","Jusqu'à la license","Beaucoup","Oui","Non","Quelques fois","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Des flagelles","Je ne sais pas","","8de7b032-1e84-44e9-9ae0-14cc8d1a0671"
"2018/02/16 3:33:49 PM GMT+1","Un peu","Un peu","52","Homme","Jusqu'à la license","Moyennement","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Faire bouger la bactérie","Des séquences d'ADN","Terminateur","Promoteur","Fluorescence","RBS","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Des flagelles","Ampicilline","","666dd3c4-1aac-42b0-b0de-9ab18154411d"
"2018/02/18 4:06:25 PM GMT+1","Moyennement","Un peu","22","Homme","Au moins jusqu'au master","Enormément","Oui","Oui","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Terminateur","Promoteur","Séquence Codante","RBS","Elle contrôle quand la construction est active","Elle contrôle quelle protéine est produite, et donc quelle capacité est affectée","Elle contrôle quelle protéine est produite, et donc quelle capacité est affectée","Elle contrôle quand la construction est active","Option 2","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Un plasmide - un moyen d'équiper une construction supplémentaire","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","46a39b75-719f-40ff-ad0e-8d764f84ab49"
"2018/02/18 7:50:59 PM GMT+1","Un peu","Un peu","28","Je ne souhaite pas le préciser","Jusqu'au brevet","Un peu","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des protéines","Transcripteur","Prémoteur","Séquence Codante","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Je ne sais pas","Ampicilline","","11f3f6e8-7608-4d61-9dd9-d783672b3324"
"2018/02/20 9:11:38 PM GMT+1","Beaucoup","Moyennement","22","Autre","Jusqu'au bac","Moyennement","Non","Non","Quelques fois","Une fois","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Transposeur","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle permet de se déplacer plus vite","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","à chaque fois que je refais ce questionnaire, je me rappelle qu'il faudrait que je finisse ce jeu","37f724a1-8f22-4903-9084-25cf5c8edf6c"
"2018/02/22 7:30:11 PM GMT+1","Moyennement","Un peu","32","Femme","Jusqu'au bac","Moyennement","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Transcripteur","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle permet de résister aux antibiotiques","Je ne sais pas","Je ne sais pas","E. Coli","Je ne sais pas","GFP","","4a661988-94f6-4523-9a58-ba431c60d155"
"2018/02/22 7:30:40 PM GMT+1","Pas du tout","Pas du tout","46","Homme","Jusqu'au bac","Beaucoup","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Ampicilline","","0d9c74bf-9439-4b12-9807-56a10e05a836"
"2018/02/22 7:32:03 PM GMT+1","Pas du tout","Pas du tout","52","Homme","Jusqu'au brevet","Pas du tout","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","b11ecb6a-13a2-4679-a87b-62fb680b2862"
"2018/02/22 7:34:27 PM GMT+1","Un peu","Un peu","31","Femme","Jusqu'au bac","Moyennement","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Transcripteur","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Des flagelles","Ampicilline","Mon dieu, c'est horrible... Si on ne connais rien et que l'on veut participer, ce n'est pas possible car il n'y a aucune dimension d'apprentissage","e1f592ec-e3f8-48c4-b542-1cf971fecdad"
"2018/02/22 7:50:03 PM GMT+1","Enormément","Enormément","22","Femme","Jusqu'au bac","Beaucoup","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Ampicilline","","d4958881-c776-4fad-9c8e-0c950aeebb02"
